证券代码,所属行业,上市时间,公司性质,实际控制人,控制人类型,聘请的会计师事务所,是否在境外上市,统计年度
300073.SZ,非金属矿物制品业,2010/4/27,国有企业,国务院国有资产监督管理委员会,中央机构,立信会计师事务所有限公司,否,2013
300074.SZ,软件和信息技术服务业,2010/4/27,民营企业,,,利安达会计师事务所有限责任公司,否,2013
300075.SZ,软件和信息技术服务业,2010/4/27,民营企业,,,天健会计师事务所有限公司,否,2013
300076.SZ,计算机、通信和其他电子设备制造业,2010/4/30,民营企业,郭启寅,国内自然人,利安达会计师事务所有限责任公司,否,2013
300077.SZ,计算机、通信和其他电子设备制造业,2010/4/30,民营企业,,,深圳市鹏城会计师事务所有限公司,否,2013
300078.SZ,计算机、通信和其他电子设备制造业,2010/4/30,民营企业,,,立信大华会计师事务所有限公司,否,2013
300079.SZ,计算机、通信和其他电子设备制造业,2010/4/30,民营企业,,,中审国际会计师事务所有限公司,否,2013
300080.SZ,非金属矿物制品业,2010/6/25,国有企业,河南省人民政府国有资产监督管理委员会,地方机构,深圳市鹏城会计师事务所有限公司,否,2013
300081.SZ,零售业,2010/5/20,民营企业,,,国富浩华会计师事务所有限公司,否,2013
300082.SZ,化学原料及化学制品制造业,2010/5/20,民营企业,董振鹏,国内自然人,深圳市鹏城会计师事务所有限公司,否,2013
300083.SZ,计算机、通信和其他电子设备制造业,2010/5/20,其他,王九全,港澳台自然人,中审国际会计师事务所有限公司,否,2013
300084.SZ,开采辅助活动,2010/5/20,民营企业,,,国富浩华会计师事务所有限公司,否,2013
300085.SZ,软件和信息技术服务业,2010/5/26,民营企业,,,华普天健会计师事务所(北京)有限公司,否,2013
300086.SZ,医药制造业,2010/5/26,民营企业,洪江游,国内自然人,广东正中珠江会计师事务所有限公司,否,2013
300087.SZ,农业,2010/5/26,民营企业,,,中审国际会计师事务所有限公司,否,2013
300088.SZ,计算机、通信和其他电子设备制造业,2010/5/26,民营企业,李焕义,港澳台自然人,南京立信永华会计师事务所有限公司,否,2013
300089.SZ,非金属矿物制品业,2010/6/25,民营企业,吴淡珠,国内自然人,信永中和会计师事务所有限责任公司,否,2013
300090.SZ,通用设备制造业,2010/6/25,民营企业,,,深圳市鹏城会计师事务所有限公司,否,2013
300091.SZ,通用设备制造业,2010/6/25,民营企业,,,深圳市鹏城会计师事务所有限公司,否,2013
300092.SZ,专用设备制造业,2010/7/8,民营企业,,,天健会计师事务所有限公司,否,2013
300093.SZ,非金属矿物制品业,2010/7/8,民营企业,庄大建,国内自然人,天健正信会计师事务所有限公司,否,2013
300094.SZ,渔业,2010/7/8,民营企业,李忠,国内自然人,华普天健会计师事务所(北京)有限公司,否,2013
300095.SZ,专用设备制造业,2010/7/28,民营企业,,,广东正中珠江会计师事务所有限公司,否,2013
300096.SZ,软件和信息技术服务业,2010/7/28,民营企业,,,立信大华会计师事务所有限公司,否,2013
300097.SZ,专用设备制造业,2010/7/28,民营企业,,,立信会计师事务所有限公司,否,2013
300098.SZ,计算机、通信和其他电子设备制造业,2010/7/28,民营企业,,,四川华信(集团)会计师事务所有限责任公司,否,2013
300099.SZ,专用设备制造业,2010/8/6,民营企业,黄自伟,国内自然人,天健正信会计师事务所有限公司,否,2013
300100.SZ,汽车制造业,2010/8/6,民营企业,邬建斌,国内自然人,立信会计师事务所有限公司,否,2013
300101.SZ,计算机、通信和其他电子设备制造业,2010/8/6,民营企业,何燕,国内自然人,利安达会计师事务所有限责任公司,否,2013
300102.SZ,计算机、通信和其他电子设备制造业,2010/8/12,民营企业,,,中瑞岳华会计师事务所有限公司,否,2013
300103.SZ,专用设备制造业,2010/8/12,民营企业,,,利安达会计师事务所有限责任公司,否,2013
300104.SZ,互联网和相关服务,2010/8/12,民营企业,,,中兴华富华会计师事务所有限责任公司,否,2013
300105.SZ,通用设备制造业,2010/8/20,国有企业,中国国电集团公司,国有企业,中准会计师事务所有限公司,否,2013
300106.SZ,畜牧业,2010/8/20,国有企业,新疆生产建设兵团农八师国有资产管理委员会,地方机构,中勤万信会计师事务所有限公司,否,2013
300107.SZ,化学原料及化学制品制造业,2010/8/20,民营企业,,,山东汇德会计师事务所有限公司,否,2013
300108.SZ,化学原料及化学制品制造业,2010/8/25,民营企业,黄克凤,国内自然人,立信会计师事务所有限公司,否,2013
300109.SZ,化学原料及化学制品制造业,2010/8/25,民营企业,,,中审国际会计师事务所有限公司,否,2013
300110.SZ,医药制造业,2010/8/25,民营企业,梁福东,国内自然人,国富浩华会计师事务所有限公司,否,2013
300111.SZ,计算机、通信和其他电子设备制造业,2010/8/27,民营企业,,,中瑞岳华会计师事务所有限公司,否,2013
300112.SZ,仪器仪表制造业,2010/8/27,民营企业,,,天健会计师事务所有限公司,否,2013
300113.SZ,互联网和相关服务,2010/8/27,民营企业,,,毕马威华振会计师事务所,否,2013
300114.SZ,计算机、通信和其他电子设备制造业,2010/8/27,国有企业,中国航空工业集团公司,国有企业,中准会计师事务所有限公司,否,2013
300115.SZ,计算机、通信和其他电子设备制造业,2010/9/2,民营企业,陈奇星,国内自然人,立信会计师事务所有限公司,否,2013
300116.SZ,其他制造业,2010/9/2,民营企业,,,中瑞岳华会计师事务所有限公司,否,2013
300117.SZ,建筑装饰和其他建筑业,2010/9/2,民营企业,田家玉,国内自然人,信永中和会计师事务所有限责任公司,否,2013
300118.SZ,计算机、通信和其他电子设备制造业,2010/9/2,民营企业,仇华娟,国内自然人,大信会计师事务有限公司,否,2013
300119.SZ,医药制造业,2010/9/17,民营企业,,,中瑞岳华会计师事务所有限公司,否,2013
300120.SZ,电气机械及器材制造业,2010/9/17,民营企业,董树林,国内自然人,天健会计师事务所有限公司,否,2013
300121.SZ,化学原料及化学制品制造业,2010/9/17,民营企业,,,立信大华会计师事务所有限公司,否,2013
300122.SZ,医药制造业,2010/9/28,民营企业,,,大信会计师事务有限公司,否,2013
300123.SZ,铁路、船舶、航空航天和其它运输设备制造业,2010/9/28,民营企业,李跃先,国内自然人,上海众华沪银会计师事务所有限公司,否,2013
300124.SZ,电气机械及器材制造业,2010/9/28,民营企业,朱兴明,国内自然人,四川华信(集团)会计师事务所有限责任公司,否,2013
300125.SZ,专业技术服务业,2010/10/13,民营企业,刘群,国内自然人,江苏天衡会计师事务所有限公司,否,2013
300126.SZ,通用设备制造业,2010/10/13,民营企业,应媛琳,国内自然人,立信中联闽都会计师事务所有限公司(原福建立信闽都会计师事务所有限公司),否,2013
300127.SZ,计算机、通信和其他电子设备制造业,2010/10/13,民营企业,,,立信大华会计师事务所有限责任公司,否,2013
300128.SZ,计算机、通信和其他电子设备制造业,2010/10/13,民营企业,杨小蔚,国内自然人,中审国际会计师事务所有限责任公司,否,2013
300129.SZ,电气机械及器材制造业,2010/10/19,民营企业,林寿桐,国内自然人,福建华兴会计师事务所有限公司,否,2013
300130.SZ,专用设备制造业,2010/10/19,民营企业,,,天健会计师事务所有限公司,否,2013
300131.SZ,计算机、通信和其他电子设备制造业,2010/10/19,民营企业,,,中审国际会计师事务所有限公司,否,2013
300132.SZ,化学原料及化学制品制造业,2010/10/26,民营企业,,,京都天华会计师事务所有限公司,否,2013
300133.SZ,广播、电视、电影和影视录音制作业,2010/10/26,民营企业,赵依芳,国内自然人,深圳市鹏城会计师事务所有限公司,否,2013
300134.SZ,计算机、通信和其他电子设备制造业,2010/10/26,民营企业,孙尚传,国内自然人,中磊会计师事务所有限责任公司,否,2013
300135.SZ,化学原料及化学制品制造业,2010/10/26,民营企业,,,中瑞岳华会计师事务所有限公司,否,2013
300136.SZ,计算机、通信和其他电子设备制造业,2010/11/5,民营企业,,,武汉众环会计师事务所有限责任公司,否,2013
300137.SZ,仪器仪表制造业,2010/11/5,民营企业,,,上海东华会计师事务所有限公司，亚太(集团)会计师事务所有限公司,否,2013
300138.SZ,农副食品加工业,2010/11/5,民营企业,,,江苏公证天业会计师事务所有限公司,否,2013
300139.SZ,计算机、通信和其他电子设备制造业,2010/11/12,民营企业,,,信永中和会计师事务所有限责任公司,否,2013
300140.SZ,电气机械及器材制造业,2010/11/12,国有企业,中国节能环保集团公司,国有企业,天健正信会计师事务所有限公司,否,2013
300141.SZ,电气机械及器材制造业,2010/11/12,民营企业,,,立信会计事务所有限公司,否,2013
300142.SZ,医药制造业,2010/11/12,民营企业,,,天健会计师事务所有限公司,否,2013
300143.SZ,农业,2010/12/9,民营企业,,,广东正中珠江会计师事务所有限公司,否,2013
300144.SZ,公共设施管理业,2010/12/9,民营企业,黄巧灵,国内自然人,大信会计师事务有限公司,否,2013
300145.SZ,通用设备制造业,2010/12/9,民营企业,,,天职国际会计师事务所有限公司,否,2013
300146.SZ,食品制造业,2010/12/15,民营企业,,,广东正中珠江会计师事务所有限公司,否,2013
300147.SZ,医药制造业,2010/12/15,民营企业,王永辉,国内自然人,北京兴华会计师事务所有限责任公司,否,2013
300148.SZ,新闻和出版业,2010/12/15,民营企业,肖志鸿,国内自然人,深圳市鹏城会计师事务所有限公司,否,2013
300149.SZ,食品制造业,2010/12/22,其他,王丛威,港澳台自然人,武汉众环会计师事务所有限责任公司,否,2013
300150.SZ,软件和信息技术服务业,2010/12/22,民营企业,,,天健正信会计师事务所有限公司,否,2013
300151.SZ,专用设备制造业,2010/12/22,民营企业,,,立信会计师事务所有限公司,否,2013
300152.SZ,通用设备制造业,2010/12/29,民营企业,王永浩,国内自然人,立信羊城会计师事务所有限公司,否,2013
300153.SZ,电气机械及器材制造业,2010/12/29,民营企业,马恩曦,国内自然人,利安达会计师事务所有限责任公司,否,2013
300154.SZ,通用设备制造业,2010/12/29,民营企业,,,立信会计师事务所有限公司,否,2013
300155.SZ,计算机、通信和其他电子设备制造业,2011/1/7,民营企业,,,利安达会计师事务所,否,2013
300156.SZ,专用设备制造业,2011/1/7,民营企业,,,立信会计师事务所有限公司,否,2013
300157.SZ,开采辅助活动,2011/1/7,民营企业,,,江苏天衡会计师事务所有限公司,否,2013
300158.SZ,医药制造业,2011/1/7,民营企业,李安平,国内自然人,武汉众环会计师事务所有限公司,否,2013
300159.SZ,专用设备制造业,2011/1/7,民营企业,,,五洲松德联合会计师事务所,否,2013
300160.SZ,非金属矿物制品业,2011/1/13,民营企业,,,武汉众环会计师事务所,否,2013
300161.SZ,通用设备制造业,2011/1/13,国有企业,华中科技大学,高校,信永中和会计师事务所有限责任公司,否,2013
300162.SZ,计算机、通信和其他电子设备制造业,2011/1/13,民营企业,,,江苏公证天业会计师事务所有限公司,否,2013
300163.SZ,其他制造业,2011/1/13,民营企业,,,北京兴华会计师事务所有限责任公司,否,2013
300164.SZ,石油和天然气开采业,2011/1/13,民营企业,,,立信大华会计师事务所,否,2013
300165.SZ,仪器仪表制造业,2011/1/25,民营企业,,,立信会计师事务所有限公司,否,2013
300166.SZ,软件和信息技术服务业,2011/1/25,民营企业,,,天健正信会计师事务所有限公司,否,2013
300167.SZ,软件和信息技术服务业,2011/1/25,民营企业,季刚,国内自然人,立信会计师事务所有限公司,否,2013
300168.SZ,软件和信息技术服务业,2011/1/25,民营企业,史一兵,国内自然人,立信会计师事务所有限公司,否,2013
300169.SZ,橡胶和塑料制品业,2011/1/25,民营企业,,,立信会计师事务所有限公司,否,2013
300170.SZ,软件和信息技术服务业,2011/2/1,民营企业,陈迪清,国内自然人,利安达会计师事务所有限责任公司,否,2013
300171.SZ,专用设备制造业,2011/2/1,民营企业,,,福建华兴会计师事务所有限公司,否,2013
300172.SZ,生态保护和环境治理业,2011/2/1,民营企业,,,中喜会计师事务所有限责任公司,否,2013
300173.SZ,专用设备制造业,2011/2/1,民营企业,,,立信羊城会计师事务所有限公司,否,2013
300174.SZ,化学原料及化学制品制造业,2011/2/1,民营企业,卢元健,国内自然人,广东正中珠江会计师事务所有限公司,否,2013
300175.SZ,农副食品加工业,2011/2/15,民营企业,戚大广,国内自然人,天健会计师事务所有限公司,否,2013
300176.SZ,汽车制造业,2011/2/15,民营企业,卢础其,国内自然人,利安达会计师事务所有限责任公司,否,2013
300177.SZ,计算机、通信和其他电子设备制造业,2011/2/15,民营企业,,,立信会计师事务所有限公司,否,2013
300178.SZ,商务服务业,2011/2/15,民营企业,钟百胜,自然人,中汇会计师事务所有限公司,否,2013
300179.SZ,非金属矿物制品业,2011/2/15,民营企业,付玉霞,国内自然人,大信会计师事务有限公司,否,2013
300180.SZ,橡胶和塑料制品业,2011/2/22,民营企业,尤小平,国内自然人,山东汇德会计师事务所有限公司,否,2013
300181.SZ,医药制造业,2011/2/22,民营企业,,,大信会计师事务有限公司,否,2013
300182.SZ,软件和信息技术服务业,2011/2/22,民营企业,,,中瑞岳华会计师事务所有限公司,否,2013
300183.SZ,软件和信息技术服务业,2011/2/22,民营企业,,,广东正中珠江会计师事务所有限公司,否,2013
300184.SZ,批发业,2011/2/22,其他,,,天职国际会计师事务所有限公司,否,2013
300185.SZ,通用设备制造业,2011/3/8,民营企业,,,天健正信会计师事务所有限公司,否,2013
300186.SZ,医药制造业,2011/3/8,民营企业,古金英,国内自然人,中准会计师事务所有限公司,否,2013
300187.SZ,生态保护和环境治理业,2011/3/8,民营企业,刘正军,自然人,信永中和会计师事务所有限责任公司,否,2013
300188.SZ,软件和信息技术服务业,2011/3/16,民营企业,刘祥南,国内自然人,中瑞岳华会计师事务所有限公司,否,2013
300189.SZ,农业,2011/3/16,民营企业,,,立信会计师事务所有限公司,否,2013
300190.SZ,生态保护和环境治理业,2011/3/16,民营企业,李月中,国内自然人,立信会计师事务所有限公司,否,2013
300191.SZ,开采辅助活动,2011/3/16,民营企业,,,大信会计师事务有限公司,否,2013
300192.SZ,化学原料及化学制品制造业,2011/3/22,民营企业,,,信永中和会计师事务所有限责任公司,否,2013
300193.SZ,通用设备制造业,2011/3/22,民营企业,,,江苏公证天业会计师事务所有限公司,否,2013
